Artist,Collective/Individual,First Nations People Group (from Know My Name only),Place of Birth (First Nations Language),Place of Birth (Anglophone),State of Birth,Country of Birth,Place of Birth Latitude,Place of Birth Longitude,Year of Birth,Date of Birth,Place of Death (Indigenous),Place of Death (Anglophone),State of Death,Country of Death,Place of Death Latitude,Place of Death Longitude,Year of Death,Date of Death,Link to DAAO,"In DAAO 2,188",Link to AWR,Author of NGA Essay,Page of Book,Anne Marsh Critic Author Full Citations,Anne Marsh Critic Authors,Anne Marsh Discussions,Illustration Included?,Link to NLA,Multiple NLA,Missing NLA,related_events,related_organizations,related_people,related_places,related_recognitions,related_resources,related_works,related_total_count
"Mahoney Griffin, Marion (Marion Lucy Mahony Griffin) (Marion Griffin)",Individual,,Shikaakwa Land,Maywood,Illinois,USA,41.8789942,-87.8436412,1871,14/02/1871,,Chicago,Illinois,USA,41.8755616,-87.6244212,1961,1961-08-10 00:00:00,https://www.daao.org.au/bio/marion-griffin,[Born pre-1900] Y,https://www.womenaustralia.info/biogs/AWE2103b.htm,Marina Warner,244.0,,,,,https://trove.nla.gov.au/people/1182879,N,N,0.0,0.0,2.0,8.0,0.0,11.0,4.0,25.0
"Marshall, Marion",Individual,,,,,,,,1948,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/marion-marshall,N,,,,,,,,https://trove.nla.gov.au/people/1531599,N,N,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"Featherston, Mary",Individual,,,"Shirley, London",England,United Kingdom,51.3749243,-0.0466335,1943,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/mary-featherstone,N,,Denise Whitehouse,120.0,,,,,https://trove.nla.gov.au/people/1524853,N,N,0.0,0.0,1.0,3.0,0.0,4.0,0.0,8.0
"Webb, Mary",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1917,,,Paris,,France,48.8588897,2.3200410217200766,1958,1958-12-01 00:00:00,https://www.daao.org.au/bio/mary-webb,Y,,,,,,,,https://trove.nla.gov.au/people/1486434,N,N,2.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0
"Warrngilna Ganambarr, Mavis",Individual,Datiwuy People,Galiwin'ku,Elcho Island,NT,Australia,-11.9136184,135.802243962406,1966,,,,,,,,2023,,https://www.daao.org.au/bio/mavis-warrngilna-ganambarr,N,,,,,,,,https://trove.nla.gov.au/people/1879474,N,N,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
"O'Callaghan, Mel",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1975,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/mel-ocallaghan,Y,,Elyse Goldfinch,282.0,,,,,https://trove.nla.gov.au/people/1482104,N,N,58.0,0.0,4.0,8.0,15.0,13.0,19.0,117.0
"Harper, Melinda",Individual,,Garramilla,Darwin,NT,Australia,-12.46044,130.8410469,1965,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/melinda-harper,N,,Carolyn Barnes,180.0,,,,,https://trove.nla.gov.au/people/1519758,N,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
"Allan, Micky",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1944,1944-04-01 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/micky-allan,N,,Janine Burke,30.0,,,"4, 49, 50, 50i, 52, 52i",Y,https://trove.nla.gov.au/people/1257268,N,N,15.0,0.0,1.0,1.0,0.0,3.0,1.0,21.0
"Dwyer, Mikala",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1959,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/mikala-dwyer-1/personal_details,N,,Helen Hughes,114.0,"(1) Catriona Moore, 'Visual arts and crafts', in Barbara Caine (ed.), Australian Feminism: A Companion (Melbourne: Oxford University Press, 1998), 344-55 [494-98]",(1) Catriona Moore,"316, 321i, 497",Y,https://trove.nla.gov.au/people/532263,N,N,,,,,,,,
"Gojak, Mira",Individual,,Tarntanya,Adelaide,SA,Australia,-34.9261502,138.6006231427,1963,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/mira-gojak,Y,,,,,,,,https://trove.nla.gov.au/people/608556,N,N,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
"Stannage, Miriam",Individual,,Ballardong Noongar Land,Northam,WA,Australia,-31.6535192,116.6726927,1939,1939-03-20 00:00:00,Wadjakboodjar,Perth,WA,Australia,-31.9558933,115.8605855,2016,2016-09-11 00:00:00,https://www.daao.org.au/bio/miriam-stannage,N,https://www.womenaustralia.info/biogs/PR00789b.htm,Lee Kinsella,336.0,"(1) Lee Kinsella, 'Miriam Stannage (1939-2016)' (written specifically for Doing Feminism)",(1) Lee Kinsella,"42i, 43, 387-88",Y,https://trove.nla.gov.au/people/538592,N,N,9.0,0.0,0.0,2.0,0.0,1.0,0.0,12.0
"Mora, Mirka",Individual,,,Paris,île de France,France,48.8588897,2.32004102172008,1928,1928-03-18 00:00:00,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,2018,2018-08-27 00:00:00,https://www.daao.org.au/bio/mirka-madeleine-mora,Y,https://www.womenaustralia.info/biogs/AWE0298b.htm,Kendrah Morgan,260.0,,,,,https://trove.nla.gov.au/people/557842,N,N,8.0,0.0,8.0,3.0,1.0,15.0,1.0,36.0
"Hessing, Mona",Individual,,Kurri Kurri,Kurri Kurri,NSW,Australia,-32.8175039,151.4833649,1933,,Ngarigo Land/Walbanga Land,Driving from Tuross Head to Canberra,NSW,Australia,-35.4791280428637,149.886843887214,2001,2001-04-21 00:00:00,https://www.daao.org.au/bio/mona-hessing,Y,,Grace Cochrane,186.0,,,,,https://trove.nla.gov.au/people/507911,N,N,4.0,0.0,2.0,7.0,6.0,1.0,2.0,22.0
"Dyring, Moya",Individual,,Wurundjeri Land,Coburg,VIC,Australia,-37.7449752,144.9643314,1909,1909-02-10 00:00:00,,Wimbledon,England,United Kingdom,51.4214787,-0.2064027,1967,1967-01-04 00:00:00,https://www.daao.org.au/bio/moya-dyring,Y,,,,,,,,"https://trove.nla.gov.au/people/1463843
https://trove.nla.gov.au/people/1487499",Y,N,5.0,0.0,7.0,3.0,0.0,1.0,2.0,18.0
"Petyarre, Myrtle",Individual,Anmatyerre People,Atnangkere,"Utopia Station, Alhalkere",NT,Australia,-22.23333,134.55,1932,,,,,,,,2014,,https://www.daao.org.au/bio/myrtle-petyarre,N,,,,,,,,https://trove.nla.gov.au/people/1860897,N,N,1.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0
"Jubelin, Narelle",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1960,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/narelle-jubelin/biography,Y,,Susan Best,200.0,,,,,"https://trove.nla.gov.au/people/569446
https://trove.nla.gov.au/people/520447",Y,N,,,,,,,,
Nell,Individual,,Wonnarua Land,Maitland,NSW,Australia,-32.708177,151.526843733985,1975,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/nell,Y,,Beatrice Gralton,270.0,,,,,"https://trove.nla.gov.au/people/1879678
https://trove.nla.gov.au/people/1770844",Y,N,1.0,0.0,1.0,4.0,0.0,0.0,0.0,6.0
"Pwerle, Angelina",Individual,Alyawarre/Anmatyerre People,,"Utopia Station, Alhalkere",NT,Australia,-22.23333,134.55,1946 or 1952 or 1947 or 1939,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/nga-angelina-nala-pwerle,Y,,,,,,203i,Y,https://trove.nla.gov.au/people/1812568,N,N,5.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0
"Marawili, Noŋgirrŋa",Individual,Madarrpa People,Baniyala,"Baniyala, Arnhem Land",NT,Australia,-19.488357,133.438712,1939,,Yirrkala,Yirrkala,NT,Australia,-12.2539194,136.8899744,2023,2023-10-01 00:00:00,https://www.daao.org.au/bio/nongirrna-marawili,N,,Tina Baum,248.0,,,,,https://trove.nla.gov.au/people/1623846,N,N,4.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0
"Heysen, Nora",Individual,,Bukartilla,Hahndorf,SA,Australia,-35.0288458,138.8096715,1911,1911-01-11 00:00:00,Gadigal Land,Sydney,NSW,Australia,-33.8679525999999,151.2101348240446,2003,2003-12-30 00:00:00,https://www.daao.org.au/bio/nora-heysen,Y,https://www.womenaustralia.info/biogs/AWE0596b.htm,Catherine Speck,190.0,,,,,https://trove.nla.gov.au/people/542579,N,N,21.0,0.0,3.0,10.0,3.0,11.0,2.0,50.0
"Yunupiŋgu, Nyapanyapa",Individual,,Yirrkala,Yirrkala,NT,Australia,-12.2539194,136.8899744,1945,,Yirrkala,Yirrkala,NT,Australia,-12.2539194,136.8899744,2021,2021-10-20 00:00:00,https://www.daao.org.au/bio/nyapanyapa-yunupingu,N,,Tina Baum,378.0,,,,,https://trove.nla.gov.au/people/1520680,N,N,4.0,0.0,1.0,2.0,0.0,0.0,5.0,12.0
"Cohn, Ola",Individual,,Dja Dja Wurrung Land/Taungurung Land,Bendigo,VIC,Australia,-36.7590183,144.2826718,1892,25/04/1892,Millowl,Cowes,VIC,Australia,-38.4502447,145.2389787,1964,1964-12-23 00:00:00,https://www.daao.org.au/bio/ola-cohn,[Born pre-1900] Y,https://www.womenaustralia.info/biogs/AWE0323b.htm,,,,,,,https://trove.nla.gov.au/people/587115,N,N,11.0,0.0,8.0,13.0,3.0,14.0,5.0,54.0
"Cotton, Olive",Individual,,Gadigal Land,Hornsby,NSW,Australia,-33.7040253,151.1005847,1911,1911-07-11 00:00:00,Cowra,Cowra,NSW,Australia,-33.8349393,148.6925158,2003,2003-09-27 00:00:00,https://www.daao.org.au/bio/olive-cotton,Y,https://www.womenaustralia.info/biogs/AWE5984b.htm,Helen Ennis,84.0,,,,,"https://trove.nla.gov.au/people/1708069
https://trove.nla.gov.au/people/571326",Y,N,12.0,0.0,5.0,5.0,1.0,8.0,5.0,36.0
"Debenham, Pam",Individual,,Palanwina Luruni Kanamaluka,Launceston,TAS,Australia,-41.433389,147.139262914799,1955,1955-11-30 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/pamela-elizabeth-debenham,Y,,,,,,,,https://trove.nla.gov.au/people/1487559,N,N,9.0,0.0,3.0,3.0,0.0,2.0,3.0,20.0
"Brassington, Pat",Individual,,Nipaluna,Hobart,TAS,Australia,-42.882393,147.325848085921,1942,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/pat-brassington,N,,Juliana Engberg,56.0,,,"161, 192, 192i, 193i",Y,https://trove.nla.gov.au/people/480460,N,N,8.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0
"Larter, Pat",Individual,,,Essex,England,United Kingdom,51.79669945,0.579337043722283,1936,1936-07-08 00:00:00,Ngambri Land,Canberra,ACT,Australia,-35.2975906,149.1012676,1996,1996-10-14 00:00:00,https://www.daao.org.au/bio/pat-larter,Y,,Diana Baker Smith,224.0,,,,,https://trove.nla.gov.au/people/1481148,N,N,2.0,0.0,11.0,11.0,0.0,2.0,2.0,28.0
"Englund, Patricia",Individual,,Gadigal Land,Sans Souci,NSW,Australia,-33.9926292,151.1337972,1922,,,,,,,,2004,,https://www.daao.org.au/bio/patricia-englund,Y,,,,,,,,https://trove.nla.gov.au/people/1524652,N,N,1.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0
"Piccinini, Patricia",Individual,,,Freetown,Western Area,Sierra Leone,8.479004,-13.26795,1965,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/patricia-piccinini,N,,Jaklyn Babington,412.0,,,"279i, 280, 281i",Y,https://trove.nla.gov.au/people/902617,N,N,10.0,0.0,0.0,4.0,1.0,1.0,2.0,18.0
"Cullen, Philippa",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1950,1950-03-24 00:00:00,,Kodaikanal,Tamil Nadu,India,10.233712,77.4919719,1975,1975-07-03 00:00:00,https://www.daao.org.au/bio/phillipa-cullen,Y,,Diana Baker Smith,90.0,,,,,https://trove.nla.gov.au/people/726081,N,N,5.0,0.0,1.0,6.0,0.0,2.0,0.0,14.0
"Borland, Polly",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1959,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/polly-borland/biography,Y,,,,,,,,https://trove.nla.gov.au/people/1486343,N,N,,,,,,,,
"Hawkes, Ponch",Individual,,Carran-carramulk,Abbotsford,VIC,Australia,-37.8045508,144.9988542,1946,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/ponch-hawkes-1,N,,,,,,"53, 53i, 76i, 330, 330i",Y,https://trove.nla.gov.au/people/612096,N,N,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
"McKenzie, Queenie",Individual,,Gija Land,"Old Texas Station, East Kimberley",WA,Australia,-17.0,126.0,1915,,Warmun,Warmun,WA,Australia,-17.0290326,128.2120365,1998,,https://www.daao.org.au/bio/queenie-mckenzie,Y,,Hannah Presley,234.0,"(1) Hetti Perkins, 'Introduction', in Aboriginal Women's Exhibition, exhibition catalogue, AGNSW, 1991, 7-13 [452-57]
(2) Erin Coates and Sheridan Coleman, 'Introduction', in Bush Women, exhibition catalogue, Fremantle Arts Centre, 2018, 6-9 [480-82]","(1) Hetti Perkins
(2) Erin Coates and Sheridan Coleman","145, 145i, 205, 207, 207i, 454, 480, 481",Y,"https://trove.nla.gov.au/people/1547166
https://trove.nla.gov.au/people/1523424",Y,N,2.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0
"Ormella, Raquel",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1969,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/raquel-ormella,N,,Rebecca Coates,288.0,,,,,https://trove.nla.gov.au/people/1599756,N,N,6.0,0.0,2.0,2.0,0.0,1.0,2.0,13.0
r e a,Individual,Gamilaraay/Wailwan/Biripi People,Wiradjuri Land,Coonabarabran,NSW,Australia,-31.2728076,149.2733225,1962,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/rea,N,,Genevieve Grieves,304.0,,,,,"https://trove.nla.gov.au/people/643687
https://trove.nla.gov.au/people/1770615
https://trove.nla.gov.au/people/1871799",Y,N,7.0,0.0,0.0,3.0,1.0,1.0,1.0,13.0
"Tribe, Barbara",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1913,1913-06-20 00:00:00,,"Paul, Cornwall",England,United Kingdom,50.0896133,-5.5464147,2000,2000-10-21 00:00:00,https://www.daao.org.au/bio/rhonda-tribe,Y,,,,,,,,https://trove.nla.gov.au/people/1485457,N,N,8.0,0.0,4.0,9.0,2.0,16.0,4.0,43.0
"Stacey, Robyn",Individual,,Meanjin,Brisbane,QLD,Australia,-27.4689682,153.0234991,1952,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/robyn-stacey,N,,Alice Clanachan,334.0,,,"86, 133, 133i",Y,https://trove.nla.gov.au/people/644072,N,N,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
"Gascoigne, Rosalie",Individual,,Tāmaki Makaurau,Auckland,Auckland,New Zealand,-36.852095,174.7631803,1917,1917-01-25 00:00:00,Ngambri Land,Canberra,ACT,Australia,-35.2975906,149.1012676,1999,1999-10-25 00:00:00,https://www.daao.org.au/bio/rosalie-gascoigne,Y,https://www.womenaustralia.info/biogs/AWE4892b.htm,Deborah Hart,148.0,,,"9, 33, 33i",Y,https://trove.nla.gov.au/people/636486,N,N,19.0,0.0,1.0,6.0,0.0,2.0,1.0,29.0
"Nolan, Rose",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1959,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/rose-nolan-1,N,,Sally Foster,276.0,,,,,https://trove.nla.gov.au/people/1523316,N,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
"Laing, Rosemary",Individual,,Meanjin,Brisbane,QLD,Australia,-27.4689682,153.0234991,1959,,Gadigal Land,Sydney,NSW,Australia,-33.8679525999999,151.2101348240446,2024,2024-05-23 00:00:00,https://www.daao.org.au/bio/rosemary-laing,Y,,Victoria Lynn,222.0,,,"169, 269i, 277, 277i, 278, 278i, 323, 328i, 329, 329i",Y,"https://trove.nla.gov.au/people/1485750
https://trove.nla.gov.au/people/1501600",Y,N,20.0,0.0,3.0,8.0,0.0,2.0,6.0,39.0
"Madigan, Rosemary",Individual,,Pattawilya,Glenelg,SA,Australia,-34.9803673,138.5143342,1926,1926-12-05 00:00:00,Yharr,Yass,NSW,Australia,-34.8418629,148.9110055,2019,2019-02-12 00:00:00,https://www.daao.org.au/bio/rosemary-wynnis-madigan,Y,,,,,,,,https://trove.nla.gov.au/people/605935,N,N,9.0,0.0,6.0,15.0,4.0,10.0,2.0,46.0
"Kngwarray, Rosie",Individual,Anmatyrre People,,"Utopia Station, Alhalkere",NT,Australia,-22.23333,134.55,1926,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/rosie-kngwarray,N,,,,,,,,https://trove.nla.gov.au/people/1879479,N,N,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
"Piggott, Rosslynd",Individual,,Monmar,Frankston,VIC,Australia,-38.1444729,145.1268808,1958,1958-07-06 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/rosslynd-piggott,N,,Jane Devery,296.0,,,"181, 181i",Y,https://trove.nla.gov.au/people/482793,N,N,6.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0
"Maddison, Ruth",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1945,1945-11-18 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/ruth-maddison,N,,,,,,,,https://trove.nla.gov.au/people/632988,N,N,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"Gabori, Mirdidingkingathi Juwarnda Sally",Individual,Kayardild/Kaiadilt People,Dulka Warngiid,Bentinck Island,NT,Australia,-19.488357,133.438712,1924,,Gununa,Mornington Island,QLD,Australia,-16.5625647,139.34064086040513,2015,2015-02-12 00:00:00,https://www.daao.org.au/bio/sally-gabori,N,,Tina Baum,144.0,,,,,https://trove.nla.gov.au/people/1486002,N,N,5.0,0.0,0.0,2.0,0.0,2.0,2.0,11.0
"Smart, Sally",Individual,,Pithi Kawi,Quorn,SA,Australia,-32.3469384,138.0421184,1960,1960-03-26 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/sally-smart,Y,,Liz Nowell,326.0,,,"245, 316, 318, 318i",Y,https://trove.nla.gov.au/people/556196,N,N,8.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0
"Mestrom, Sanné",Individual,,,Heerlen,Limburg,Netherlands,50.8876735,5.9773285,1979,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/sanne-mestrom,Y,,Lisa Slade,256.0,,,,,https://trove.nla.gov.au/people/1486537,N,N,14.0,0.0,0.0,4.0,9.0,1.0,0.0,28.0
"Vongpoothorn, Savanhdary",Individual,,,Champasak,Champasak,Laos,14.8872885,105.8765804,1971,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/savanhdary-vongpoothorn,Y,,Bronwyn Campbell,358.0,,,,,https://trove.nla.gov.au/people/1440197,N,N,3.0,0.0,1.0,3.0,1.0,0.0,0.0,8.0
"MacNamara, Shirley",Individual,Gija People,Kalkatungu Land,Mt Isa,QLD,Australia,-20.7289898,139.4931522,1949,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/shirley-macnamara,Y,,Katina Davidson,238.0,,,,,"https://trove.nla.gov.au/people/1484840
https://trove.nla.gov.au/people/1809463",N,N,4.0,0.0,0.0,1.0,0.0,2.0,3.0,10.0
"Gill, Simryn",Individual,,,Singapore,,Singapore,1.2899175,103.8519072,1959,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/simryn-gill,Y,,Naomi Cass,152.0,,,,,https://trove.nla.gov.au/people/1484598,N,N,20.0,0.0,0.0,3.0,0.0,4.0,2.0,29.0
"Ford, Sue",Individual,,Euroe Yroke,St Kilda,VIC,Australia,-37.8638261,144.981637,1943,1943-03-19 00:00:00,Boonwurrung Land,Balaclava,VIC,Australia,-37.8702943,144.9947414,2009,2009-11-06 00:00:00,https://www.daao.org.au/bio/sue-ford,Y,,Maggie Finch,134.0,,,"53, 54i, 109i, 163, 211, 211i",Y,https://trove.nla.gov.au/people/824623,N,N,12.0,0.0,1.0,0.0,0.0,2.0,2.0,17.0
"Cohn, Susan",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1952,1952-08-01 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/susan-cohn,Y,,,,,,,,https://trove.nla.gov.au/people/1528428,N,N,4.0,0.0,3.0,2.0,0.0,2.0,1.0,12.0
"Norrie, Susan",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1953,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/susan-norrie,Y,,Kelly Gellatly,278.0,"(1) Catriona Moore, 'Visual arts and crafts', in Barbara Caine (ed.), Australian Feminism: A Companion (Melbourne: Oxford University Press, 1998), 344-55 [494-98]
(2) Eric Riddler, 'Survey results from the National Women's Art Exhibition', in Joan Kerr and Jo Holder (ed.), Past Present: The National Women's Art Anthology (North Ryde, NSW: Craftsman House, 1999), 159-68 [502-4]","(1) Catriona Moore
(2) Eric Riddler","275, 275i, 276, 276i, 497, 503",Y,https://trove.nla.gov.au/people/601564,N,N,20.0,0.0,1.0,0.0,0.0,0.0,6.0,27.0
"Ferrier, Tania",Individual,,Boorloo,Perth,WA,Australia,-31.9558933,115.8605855,1958,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/tania-ferrier,N,,,,"(1) Gemma Weston, 'The ARTEMIS Women's Art Forum Inc.', abridged and revised version of '4476A: Piecing ARTEMIS together', first published in Gemma Weston (ed.), Remembering ARTEMIS (UWA Publishing, 2018), 7-60 [458-59]",(1) Gemma Weston,"111, 111i, 458-9",Y,https://trove.nla.gov.au/people/1480651,N,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thanakupi (Thancoupie),Individual,,Weipa,Cape York,QLD,Australia,-10.6871474,142.5315554,1937,,Weipa,Cape York,QLD,Australia,-10.6871474,142.5315554,2011,,https://www.daao.org.au/bio/thanakupi,Y,https://www.womenaustralia.info/biogs/AWE1200b.htm,Judith Ryan,346.0,,,,,"https://trove.nla.gov.au/people/467668
https://trove.nla.gov.au/people/1488803",Y,N,9.0,0.0,7.0,4.0,6.0,10.0,5.0,41.0
"Proctor, Thea",Individual,,Anaiwan Land,Armidale,NSW,Australia,-30.5144881,151.6656564,1879,02/10/1879,Derawun,Potts Point,NSW,Australia,-33.8670797,151.2259967,1966,1966-07-29 00:00:00,https://www.daao.org.au/bio/thea-proctor,[Born pre-1900] Y,,Lara Nicholls,302.0,,,,,https://trove.nla.gov.au/people/616991,N,N,37.0,0.0,47.0,12.0,0.0,23.0,9.0,128.0
"Tjulyata, Topsy",Individual,Pitjantjatjara People,Mutitjulu,"Mutitjulu, Uluru",NT,Australia,-25.350695,131.06736,1931,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/topsy-tjulyata,N,,,,,,,,https://trove.nla.gov.au/people/1879680,N,N,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
"Moffatt, Tracey",Individual,,Meanjin,Brisbane,QLD,Australia,-27.4689682,153.0234991,1960,1960-11-12 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/tracey-moffatt-2,Y,https://www.womenaustralia.info/biogs/AWE1160b.htm,Natalie King,258.0,"(1) Karen Jennings and David Hollinsworth, 'Ways of seeing and speaking about Aboriginal women: ii. Shy maids and wanton strumpets', Hecate 13, 2 (1987): 129-32 [435-36]
(2)  Geraldine Barlow, 'Destiny Deacon: Reading across spaces', Eyeline Contemporary Visual Arts 62 (Summer 2006/7), 52-55 [467-68]
(3) Jacqueline Millner, 'The home and the world: Beyond the ""politics of difference""', Photofile 43 (1994): 19-23 [491-94]
(4) Catriona Moore, 'Visual arts and crafts', in Barbara Caine (ed.), Australian Feminism: A Companion (Melbourne: Oxford University Press, 1998), 344-55 [494-98]","(1) Karen Jennings and David Hollinsworth
(2) Geraldine Barlow
(3) Jacqueline Millner
(4) Catriona Moore","139, 140, 161, 183i, 184, 184i, 185, 185i, 186i, 189, 323, 435-36, 467, 493, 498",Y,"https://trove.nla.gov.au/people/502270
https://trove.nla.gov.au/people/1516337",Y,N,10.0,0.0,1.0,3.0,0.0,1.0,6.0,21.0
"MacSween, Valerie",Individual,Panaka People,,,TAS,Australia,-42.035067,146.6366887,1919,,,,TAS,Australia,,,1999,,https://www.daao.org.au/bio/valerie-macsween,N,,,,,,,,https://trove.nla.gov.au/people/1556004,N,N,1.0,0.0,3.0,2.0,0.0,0.0,0.0,6.0
